SCORE_HCP4,SCORE_HEST,SCORE_HFI4,SCORE_HIPA,SCORE_HIPN,SCORE_HRM5,SCORE_HSV4,SCORE_HVA4,MENSAGEM_TIPO_REGISTRO,produtor,lancamento,segmento,score,categoria_risco_score,endereco_cep,endereco_estado,endereco_cidade,nascimento,idade,modalidade,total_financiado,quantidade_parcelas,dia_semana_compra,mes_compra,dia_mes_compra,compra_fim_semana,valor_parcela,tem_bureau,qtd_scores_bureau,media_scores_bureau,razao_hipa_hipn,risco_ord,pedido_id
516,5,469,99,48,10800.0,550,569,APTOS,Produtor_0288,Lancamento_2194,Empreendedor,451.0,Medio,25630-025,RJ,Cidade_3975,1969-12-16,56,Credito Acessivel,523.16,2.0,4.0,1,2,0,261.58,1,8,1632.0,2.020408163265306,1,1946086
736,3,725,99,100,3714.0,712,717,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,734.0,Baixo,13481-584,SP,Cidade_2834,1982-04-13,43,Antecipacao Produtor,1792.8,12.0,4.0,1,2,0,149.4,1,8,850.75,0.9801980198019802,0,1946094
527,6,568,99,27,5578.0,538,521,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,742.0,Baixo,06056-310,SP,Cidade_3612,1988-05-01,37,Antecipacao Produtor,1792.8,12.0,4.0,1,2,0,149.4,1,8,983.0,3.5357142857142856,0,1946085
489,2,498,99,93,2253.0,586,612,APTOS,Produtor_0755,Lancamento_4415,Outros,586.0,Medio,37660-000,MG,Cidade_3795,2002-06-05,23,Credito Acessivel,960.96,12.0,4.0,1,2,0,80.08,1,8,579.0,1.053191489361702,1,1946100
596,1,631,99,100,1507.0,634,650,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,2.0,Alto,35860-000,MG,Cidade_1396,1998-01-06,28,Credito Acessivel,1792.8,12.0,4.0,1,2,0,149.4,1,8,527.25,0.9801980198019802,2,1946101
780,1,660,2,85,7164.0,574,642,APTOS,Produtor_0288,Lancamento_2194,Empreendedor,403.0,Medio,88370053,SC,Cidade_3436,1979-03-16,46,Credito Acessivel,550.25,5.0,4.0,1,2,0,110.05,1,8,1238.5,0.0232558139534883,1,1946111
666,10,603,99,99,4459.0,581,594,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,824.0,Baixo,06286-120,SP,Cidade_3653,1975-10-18,50,Credito Acessivel,1577.85,3.0,4.0,1,2,0,525.9499999999999,1,8,888.875,0.99,0,1946103
683,1,754,2,96,15811.0,694,658,APTOS,Produtor_0586,Lancamento_0412,Autoconhecimento,786.0,Baixo,13092-342,SP,Cidade_1015,1979-02-06,46,Credito Acessivel,2396.04,12.0,4.0,1,2,0,199.67,1,8,2337.375,0.0206185567010309,0,1945417
588,2,545,99,100,1460.0,533,539,APTOS,Produtor_1901,Lancamento_0747,Autodesenvolvimento,568.0,Medio,59200-000,RN,Cidade_4629,Desconhecido,0,Credito Acessivel,439.5,5.0,4.0,1,2,0,87.9,1,8,483.25,0.9801980198019802,1,1936390
577,6,614,99,999,1916.0,583,574,APTOS,Produtor_1901,Lancamento_0747,Autodesenvolvimento,293.0,Alto,68503-330,PA,Cidade_3112,2006-01-03,20,Credito Acessivel,432.24,4.0,4.0,1,2,0,108.06,1,8,671.0,0.099,2,1946121
519,2,553,99,999,3400.0,518,514,APTOS,Produtor_0753,Lancamento_3939,Outros,223.0,Alto,76985-242,RO,Cidade_5824,2002-07-02,23,Credito Acessivel,1019.76,12.0,4.0,1,2,0,84.98,1,8,825.5,0.099,2,1944619
532,1,611,99,999,1700.0,508,484,APTOS,Produtor_0050,Lancamento_4330,Outros,223.0,Alto,4153000,SP,Cidade_5362,1978-12-10,47,Credito Acessivel,5121.93,17.0,4.0,1,2,0,301.29,1,8,616.75,0.099,2,1945982
549,1,466,99,998,995.0,537,525,APTOS,Produtor_1693,Lancamento_3057,Empreendedor,239.0,Alto,85875-000,PR,Cidade_4723,1990-11-08,35,Credito Acessivel,4964.28,12.0,4.0,1,2,0,413.69,1,8,521.25,0.0990990990990991,2,1946127
506,2,530,99,93,1155.0,531,488,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,329.0,Medio,35634-408,MG,Cidade_0694,1999-06-02,26,Antecipacao Produtor,2988.0,12.0,4.0,1,2,0,249.0,1,8,425.5,1.053191489361702,1,1946124
751,5,686,99,91,6362.0,671,669,APTOS,Produtor_0111,Lancamento_3912,Emagrecimento,766.0,Baixo,70040-907,DF,Cidade_0764,1980-04-18,45,Credito Acessivel,549.0,6.0,4.0,1,2,0,91.5,1,8,1166.75,1.076086956521739,0,1946120
528,1,524,99,61,1690.0,500,451,APTOS,Produtor_0324,Lancamento_2405,Outros,328.0,Medio,39402-624,MG,Cidade_3346,1991-04-23,34,Credito Acessivel,3971.4,12.0,4.0,1,2,0,330.95,1,8,481.75,1.596774193548387,1,1946106
538,1,563,99,0,1617.0,541,562,APTOS,Produtor_0001,Lancamento_0925,Outros,177.0,Alto,20751050,RJ,Cidade_4446,1973-05-01,52,Credito Acessivel,5655.64,13.0,4.0,1,2,0,435.0492307692308,1,8,490.125,99.0,2,1945131
498,3,443,99,998,2532.0,482,427,APTOS,Produtor_1856,Lancamento_1590,Outros,289.0,Alto,22775-036,RJ,Cidade_4446,1990-11-18,35,Credito Acessivel,1696.56,12.0,4.0,1,2,0,141.38,1,8,685.25,0.0990990990990991,2,1946122
706,4,737,99,100,2527.0,679,705,APTOS,Produtor_2068,Lancamento_4613,Autodesenvolvimento,710.0,Baixo,71909-180,DF,Cidade_0764,1988-02-15,37,Credito Acessivel,989.16,12.0,4.0,1,2,0,82.42999999999999,1,8,694.625,0.9801980198019802,0,1946128
598,4,625,99,94,4239.0,625,625,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,643.0,Medio,76908-529,RO,Cidade_2618,1963-08-10,62,Antecipacao Produtor,1792.8,12.0,4.0,1,2,0,149.4,1,8,863.625,1.0421052631578946,1,1945772
643,10,580,2,100,25035.0,587,590,APTOS,Produtor_0124,Lancamento_0946,Emagrecimento,624.0,Medio,03043-020,SP,Cidade_5362,Desconhecido,0,Credito Acessivel,541.12,4.0,4.0,1,2,0,135.28,1,8,3443.375,0.0198019801980198,1,1941897
625,9,567,2,83,12339.0,605,625,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,214.0,Alto,81850-100,PR,Cidade_1555,1978-12-14,47,Credito Acessivel,2988.0,12.0,4.0,1,2,0,249.0,1,8,1856.875,0.0238095238095238,2,1945518
779,2,717,2,100,9836.0,694,675,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,828.0,Baixo,65067380,MA,Cidade_5338,1984-04-27,41,Antecipacao Produtor,1719.18,9.0,4.0,1,2,0,191.02,1,8,1600.625,0.0198019801980198,0,1946141
707,9,732,2,100,6721.0,707,715,APTOS,Produtor_1774,Lancamento_4693,Autoconhecimento,784.0,Baixo,83605-640,PR,Cidade_1033,1979-08-14,46,Credito Acessivel,264.18,3.0,4.0,1,2,0,88.06,1,8,1211.625,0.0198019801980198,0,1946140
563,1,575,99,998,2284.0,532,572,APTOS,Produtor_2098,Lancamento_0583,Outros,186.0,Alto,17740-000,SP,Cidade_4401,2000-06-02,25,Credito Acessivel,439.5,5.0,4.0,1,2,0,87.9,1,8,703.0,0.0990990990990991,2,1827780
585,1,625,99,100,1798.0,568,509,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,342.0,Medio,35634-408,MG,Cidade_0694,1992-12-01,33,Antecipacao Produtor,2988.0,12.0,4.0,1,2,0,249.0,1,8,535.625,0.9801980198019802,1,1946145
625,1,625,99,100,2516.0,625,625,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,433.0,Medio,08290-270,SP,Cidade_5362,1985-04-07,40,Antecipacao Produtor,2988.0,12.0,4.0,1,2,0,249.0,1,8,652.0,0.9801980198019802,1,1946144
670,1,629,99,91,2506.0,615,586,APTOS,Produtor_1079,Lancamento_0278,Outros,289.0,Alto,05840-020,SP,Cidade_5362,1994-05-07,31,Credito Acessivel,1277.1,9.0,4.0,1,2,0,141.89999999999998,1,8,649.625,1.076086956521739,2,1944473
704,4,651,99,90,1759.0,662,674,APTOS,Produtor_1804,Lancamento_4158,Mentoria,694.0,Baixo,75650-000,GO,Cidade_3359,2000-07-09,25,Credito Acessivel,7446.48,12.0,4.0,1,2,0,620.54,1,8,580.375,1.0879120879120878,0,1946134
567,2,554,99,100,2576.0,523,518,APTOS,Produtor_1079,Lancamento_0283,Outros,231.0,Alto,65015-460,MA,Cidade_5338,1988-07-02,37,Credito Acessivel,2195.16,11.0,4.0,1,2,0,199.56,1,8,617.375,0.9801980198019802,2,1946015
591,10,625,99,100,5296.0,625,625,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,764.0,Baixo,89462-048,SC,Cidade_1093,1953-06-13,72,Antecipacao Produtor,1792.8,12.0,4.0,1,2,0,149.4,1,8,996.375,0.9801980198019802,0,1946148
614,4,625,99,89,2337.0,625,603,APTOS,Produtor_0111,Lancamento_3912,Emagrecimento,346.0,Medio,86027-230,PR,Cidade_2944,1986-08-22,39,Credito Acessivel,541.35,5.0,4.0,1,2,0,108.27,1,8,624.5,1.1,1,1946150
509,1,428,99,18,2671.0,513,539,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,225.0,Alto,13425-275,SP,Cidade_3700,1984-04-26,41,Credito Acessivel,1792.8,12.0,4.0,1,2,0,149.4,1,8,597.25,5.2105263157894735,2,1946104
449,1,448,99,998,3210.0,502,498,APTOS,Produtor_2233,Lancamento_0376,Emagrecimento,196.0,Alto,32423-280,MG,Cidade_2234,1986-01-13,40,Credito Acessivel,497.1,5.0,4.0,1,2,0,99.42,1,8,775.625,0.0990990990990991,2,1946153
707,1,814,99,100,1031.0,754,681,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,875.0,Baixo,13043-855,SP,Cidade_1015,1972-12-16,53,Antecipacao Produtor,2988.0,12.0,4.0,1,2,0,249.0,1,8,523.375,0.9801980198019802,0,1946152
625,1,617,99,100,1798.0,601,530,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,667.0,Baixo,29162-206,ES,Cidade_4887,1984-06-06,41,Antecipacao Produtor,1792.8,12.0,4.0,1,2,0,149.4,1,8,546.375,0.9801980198019802,0,1945958
603,6,626,99,998,1785.0,620,635,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,356.0,Medio,17401-000,SP,Cidade_1957,1977-05-18,48,Antecipacao Produtor,2988.0,12.0,4.0,1,2,0,249.0,1,8,671.5,0.0990990990990991,1,1945975
541,4,553,99,70,2023.0,519,446,APTOS,Produtor_0111,Lancamento_3912,Emagrecimento,319.0,Medio,07747-290,SP,Cidade_0952,1992-03-27,33,Credito Acessivel,556.71,7.0,4.0,1,2,0,79.53,1,8,531.875,1.3943661971830985,1,1903776
733,4,701,99,100,3789.0,682,671,APTOS,Produtor_1079,Lancamento_0278,Outros,613.0,Medio,21331-250,RJ,Cidade_4446,1987-11-17,38,Credito Acessivel,1340.4,12.0,4.0,1,2,0,111.7,1,8,847.375,0.9801980198019802,1,1946160
553,2,620,99,0,6000.0,599,583,APTOS,Produtor_0586,Lancamento_0412,Autoconhecimento,513.0,Medio,76870-292,RO,Cidade_0381,1978-05-27,47,Credito Acessivel,2396.04,12.0,4.0,1,2,0,199.67,1,8,1057.0,99.0,1,1945419
480,1,455,99,100,2284.0,503,477,APTOS,Produtor_0111,Lancamento_3912,Emagrecimento,342.0,Medio,79086-250,MS,Cidade_1031,1996-02-29,29,Credito Acessivel,556.71,7.0,4.0,1,2,0,79.53,1,8,549.875,0.9801980198019802,1,1902870
673,5,689,99,100,1685.0,660,609,APTOS,Produtor_1693,Lancamento_3057,Empreendedor,653.0,Baixo,33913520,MG,Cidade_4394,1989-10-19,36,Credito Acessivel,4343.76,12.0,4.0,1,2,0,361.98,1,8,565.0,0.9801980198019802,0,1946164
625,4,625,99,100,500.0,621,619,APTOS,Produtor_0586,Lancamento_0412,Autoconhecimento,553.0,Medio,77470-000,TO,Cidade_1880,1972-08-28,53,Credito Acessivel,2396.04,12.0,4.0,1,2,0,199.67,1,8,399.125,0.9801980198019802,1,1945447
581,5,580,99,100,2187.0,546,515,APTOS,Produtor_0753,Lancamento_3939,Outros,304.0,Medio,65632-289,MA,Cidade_5535,1986-09-05,39,Credito Acessivel,1019.76,12.0,4.0,1,2,0,84.98,1,8,576.625,0.9801980198019802,1,1946135
618,1,636,99,100,594.0,626,601,APTOS,Produtor_0048,Lancamento_0185,Outros,473.0,Medio,26383-548,RJ,Cidade_4272,2000-07-19,25,Credito Acessivel,1736.14,12.0,4.0,1,2,0,144.67833333333334,1,8,409.375,0.9801980198019802,1,1946168
534,3,618,99,998,1843.0,563,587,APTOS,Produtor_2233,Lancamento_0376,Emagrecimento,259.0,Alto,69919-234,AC,Cidade_4409,1999-04-09,26,Credito Acessivel,488.84,4.0,4.0,1,2,0,122.21,1,8,655.625,0.0990990990990991,2,1946161
581,1,625,99,0,3934.0,557,522,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,158.0,Alto,19028-345,SP,Cidade_3723,1985-04-22,40,Credito Acessivel,1792.8,12.0,4.0,1,2,0,149.4,1,8,789.875,99.0,2,1946170
701,2,622,99,72,1927.0,613,627,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,730.0,Baixo,19904-624,SP,Cidade_3662,1968-05-05,57,Credito Acessivel,2988.0,12.0,4.0,1,2,0,249.0,1,8,582.875,1.356164383561644,0,1946143
510,7,549,99,998,1518.0,575,604,APTOS,Produtor_0351,Lancamento_0460,Outros,192.0,Alto,78500-000,MT,Cidade_1364,1957-09-02,68,Credito Acessivel,1237.4,12.0,4.0,1,2,0,103.11666666666667,1,8,607.5,0.0990990990990991,2,1946167
704,4,696,99,99,4906.0,691,730,APTOS,Produtor_0050,Lancamento_4724,Outros,794.0,Baixo,89990-000,SC,Cidade_5333,1997-06-03,28,Credito Acessivel,801.04,4.0,4.0,1,2,0,200.26,1,8,991.125,0.99,0,1891086
508,1,598,99,91,2849.0,517,506,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,336.0,Medio,06463-150,SP,Cidade_0580,1979-03-27,46,Antecipacao Produtor,2988.0,12.0,4.0,1,2,0,249.0,1,8,646.125,1.076086956521739,1,1944895
727,4,701,99,100,1677.0,699,732,APTOS,Produtor_1698,Lancamento_4958,Autoconhecimento,630.0,Medio,88811510,SC,Cidade_1502,1996-06-04,29,Credito Acessivel,1175.88,12.0,4.0,1,2,0,97.99,1,8,592.375,0.9801980198019802,1,1945501
737,2,745,99,94,3625.0,714,716,APTOS,Produtor_0050,Lancamento_4339,Autoconhecimento,869.0,Baixo,12411-600,SP,Cidade_3999,1987-11-01,38,Credito Acessivel,2500.2,10.0,4.0,1,2,0,250.02,1,8,841.5,1.0421052631578946,0,1928302
598,6,625,99,998,2731.0,562,563,APTOS,Produtor_0753,Lancamento_3939,Outros,215.0,Alto,26070-527,RJ,Cidade_3525,1989-07-20,36,Credito Acessivel,1019.76,12.0,4.0,1,2,0,84.98,1,8,772.75,0.0990990990990991,2,1929642
553,3,526,99,90,7375.0,530,449,APTOS,Produtor_1042,Lancamento_0270,Outros,300.0,Alto,20735-330,RJ,Cidade_4446,1987-01-30,39,Credito Acessivel,1189.92,12.0,4.0,1,2,0,99.16,1,8,1203.125,1.0879120879120878,2,1946176
567,3,483,99,80,7165.0,553,538,APTOS,Produtor_0307,Lancamento_0268,Autodesenvolvimento,326.0,Medio,42722890,BA,Cidade_2900,1991-06-21,34,Credito Acessivel,838.9,10.0,4.0,1,2,0,83.89,1,8,1186.0,1.2222222222222223,1,1946178
625,1,613,99,17,5136.0,577,625,APTOS,Produtor_1437,Lancamento_4560,Empreendedor,785.0,Baixo,22250-060,RJ,Cidade_4446,1966-08-25,59,Credito Acessivel,3723.24,12.0,4.0,1,2,0,310.27,1,8,961.625,5.5,0,1946182
704,1,695,2,100,1000.0,653,648,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,234.0,Alto,70610440,DF,Cidade_0764,1980-11-20,45,Antecipacao Produtor,1792.8,12.0,4.0,1,2,0,149.4,1,8,475.375,0.0198019801980198,2,1946187
519,5,536,99,78,2800.0,529,560,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,201.0,Alto,55299-487,PE,Cidade_1923,1973-10-28,52,Credito Acessivel,1792.8,12.0,4.0,1,2,0,149.4,1,8,640.75,1.2531645569620251,2,1946189
582,4,472,99,100,10205.0,514,531,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,199.0,Alto,70757-040,DF,Cidade_0473,1978-03-23,47,Credito Acessivel,1792.8,12.0,4.0,1,2,0,149.4,1,8,1563.375,0.9801980198019802,2,1945554
576,1,586,99,96,1824.0,541,499,APTOS,Produtor_2180,Lancamento_1107,Outros,320.0,Medio,13203-240,SP,Cidade_2800,1979-11-30,46,Credito Acessivel,1632.82,7.0,4.0,1,2,0,233.26,1,8,527.75,1.0206185567010309,1,1946186
687,2,707,99,99,7875.0,688,686,APTOS,Produtor_1560,Lancamento_0209,Autodesenvolvimento,936.0,Baixo,95708-526,RS,Cidade_0637,1977-08-17,48,Credito Acessivel,1067.4,3.0,4.0,1,2,0,355.8,1,8,1355.375,0.99,0,1945278
625,1,606,99,89,2451.0,585,574,APTOS,Produtor_0288,Lancamento_2194,Empreendedor,324.0,Medio,89090454,SC,Cidade_5533,1972-09-21,53,Credito Acessivel,532.08,3.0,4.0,1,2,0,177.36,1,8,628.75,1.1,1,1946013
625,1,606,99,89,2451.0,585,574,APTOS,Produtor_0586,Lancamento_0412,Autoconhecimento,324.0,Medio,89090-454,SC,Cidade_5533,1972-09-21,53,Credito Acessivel,2396.04,12.0,4.0,1,2,0,199.67,1,8,628.75,1.1,1,1945978
680,7,746,99,100,2934.0,710,725,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,670.0,Baixo,12220-570,SP,Cidade_5309,1989-01-04,37,Antecipacao Produtor,2988.0,12.0,4.0,1,2,0,249.0,1,8,750.125,0.9801980198019802,0,1946197
607,1,567,99,27,1878.0,568,564,APTOS,Produtor_0351,Lancamento_0459,Outros,190.0,Alto,08577-710,SP,Cidade_2530,1974-05-02,51,Credito Acessivel,1485.56,12.0,4.0,1,2,0,123.79666666666668,1,8,538.875,3.5357142857142856,2,1946169
509,1,535,99,100,3340.0,542,540,APTOS,Produtor_1120,Lancamento_3949,Outros,173.0,Alto,78260-000,MT,Cidade_0327,1997-06-25,28,Credito Acessivel,1196.4,12.0,4.0,1,2,0,99.7,1,8,708.25,0.9801980198019802,2,1946194
625,3,625,99,100,3233.0,625,596,APTOS,Produtor_0111,Lancamento_3918,Emagrecimento,493.0,Medio,89231-430,SC,Cidade_2758,1996-03-16,29,Credito Acessivel,771.65,5.0,4.0,1,2,0,154.32999999999998,1,8,738.25,0.9801980198019802,1,1946200
597,1,597,99,80,1903.0,598,578,APTOS,Produtor_0324,Lancamento_2405,Outros,340.0,Medio,12955-005,SP,Cidade_0712,1963-09-18,62,Credito Acessivel,3908.3,11.0,4.0,1,2,0,355.3,1,8,556.625,1.2222222222222223,1,1946198
594,3,598,99,77,5735.0,579,521,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,149.0,Alto,82640360,PR,Cidade_1555,1985-10-10,40,Credito Acessivel,2988.0,12.0,4.0,1,2,0,249.0,1,8,1025.75,1.2692307692307692,2,1945044
759,1,742,99,100,5367.0,723,701,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,671.0,Baixo,38181-550,MG,Cidade_0032,1980-07-22,45,Antecipacao Produtor,1792.8,12.0,4.0,1,2,0,149.4,1,8,1061.5,0.9801980198019802,0,1946207
512,5,540,2,91,18114.0,549,536,APTOS,Produtor_1042,Lancamento_0270,Outros,220.0,Alto,23032-610,RJ,Cidade_4446,1989-02-19,36,Credito Acessivel,1189.92,12.0,4.0,1,2,0,99.16,1,8,2543.625,0.0217391304347826,2,1946205
528,2,591,99,41,2037.0,564,510,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,542.0,Medio,39803377,MG,Cidade_5515,1988-07-23,37,Antecipacao Produtor,1792.8,12.0,4.0,1,2,0,149.4,1,8,546.5,2.357142857142857,1,1946209
531,1,507,99,65,3552.0,507,484,APTOS,Produtor_0512,Lancamento_4266,Outros,224.0,Alto,88309-630,SC,Cidade_2453,1977-08-22,48,Credito Acessivel,672.0,6.0,4.0,1,2,0,112.0,1,8,718.25,1.5,2,1867169
519,1,476,99,32,2955.0,513,488,APTOS,Produtor_2233,Lancamento_0376,Emagrecimento,430.0,Medio,86990-000,PR,Cidade_3155,1986-11-01,39,Credito Acessivel,441.75,5.0,4.0,1,2,0,88.35,1,8,635.375,3.0,1,1946175
470,1,494,99,96,2233.0,532,534,APTOS,Produtor_0586,Lancamento_0412,Autoconhecimento,288.0,Alto,42600-000,BA,Cidade_3053,1979-02-28,46,Credito Acessivel,2396.04,12.0,4.0,1,2,0,199.67,1,8,557.375,1.0206185567010309,2,1940226
497,5,462,99,998,1518.0,495,565,APTOS,Produtor_0287,Lancamento_3692,Empreendedor,283.0,Alto,07041-260,SP,Cidade_2115,1950-10-20,75,Credito Acessivel,797.65,7.0,4.0,1,2,0,113.95,1,8,579.875,0.0990990990990991,2,1946221
690,2,707,2,100,40821.0,663,606,APTOS,Produtor_0586,Lancamento_0412,Autoconhecimento,788.0,Baixo,29934150,ES,Cidade_5344,1969-03-28,56,Credito Acessivel,2396.04,12.0,4.0,1,2,0,199.67,1,8,5448.875,0.0198019801980198,0,1946181
625,1,625,99,90,3237.0,625,591,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,256.0,Alto,68540-000,PA,Cidade_1392,1991-06-17,34,Credito Acessivel,2988.0,12.0,4.0,1,2,0,249.0,1,8,736.625,1.0879120879120878,2,1946222
547,1,526,99,998,4890.0,522,473,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,299.0,Alto,87540-000,PR,Cidade_4255,1990-07-28,35,Credito Acessivel,2988.0,12.0,4.0,1,2,0,249.0,1,8,1007.0,0.0990990990990991,2,1940479
604,1,597,99,100,1430.0,573,608,APTOS,Produtor_0543,Lancamento_1408,Autodesenvolvimento,417.0,Medio,89394-000,SC,Cidade_3332,2006-03-17,19,Credito Acessivel,439.5,5.0,4.0,1,2,0,87.9,1,8,501.5,0.9801980198019802,1,1912494
582,2,581,99,100,1602.0,558,535,APTOS,Produtor_1130,Lancamento_0368,Mentoria,233.0,Alto,32611-280,MG,Cidade_0645,1991-08-20,34,Credito Acessivel,1584.11,11.0,4.0,1,2,0,144.01,1,8,507.375,0.9801980198019802,2,1946220
646,6,687,2,100,19217.0,698,728,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,874.0,Baixo,03134-002,SP,Cidade_4998,1982-09-20,43,Antecipacao Produtor,1792.8,12.0,4.0,1,2,0,149.4,1,8,2760.5,0.0198019801980198,0,1946217
617,8,639,99,998,4605.0,606,529,APTOS,Produtor_1437,Lancamento_4560,Empreendedor,602.0,Medio,89820-000,SC,Cidade_5895,1978-10-12,47,Credito Acessivel,3723.24,12.0,4.0,1,2,0,310.27,1,8,1012.625,0.0990990990990991,1,1946136
682,2,718,99,100,2889.0,689,669,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,915.0,Baixo,76880000,RO,Cidade_0821,1985-04-25,40,Credito Acessivel,2865.33,9.0,4.0,1,2,0,318.37,1,8,731.0,0.9801980198019802,0,1946090
693,1,723,2,90,10477.0,666,654,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,730.0,Baixo,12246-875,SP,Cidade_4994,1982-07-03,43,Antecipacao Produtor,1792.8,12.0,4.0,1,2,0,149.4,1,8,1663.25,0.0219780219780219,0,1946233
662,1,650,99,91,5917.0,642,659,APTOS,Produtor_2233,Lancamento_0376,Emagrecimento,731.0,Baixo,03508-000,SP,Cidade_5362,1997-02-26,28,Credito Acessivel,497.1,5.0,4.0,1,2,0,99.42,1,8,1090.125,1.076086956521739,0,1946240
590,1,547,99,43,2645.0,532,514,APTOS,Produtor_0103,Lancamento_0887,Empreendedor,174.0,Alto,89304506,SC,Cidade_3055,1984-05-21,41,Credito Acessivel,312.64,2.0,4.0,1,2,0,156.32,1,8,621.375,2.25,2,1944583
590,2,617,99,91,500.0,610,569,APTOS,Produtor_1849,Lancamento_0628,Outros,365.0,Medio,92320177,RS,Cidade_1092,1998-04-24,27,Credito Acessivel,1088.76,4.0,4.0,1,2,0,272.19,1,8,384.75,1.076086956521739,1,1946218
565,2,525,99,100,1535.0,545,539,APTOS,Produtor_0111,Lancamento_3912,Emagrecimento,206.0,Alto,28230-000,RJ,Cidade_5268,1990-04-14,35,Credito Acessivel,541.35,5.0,4.0,1,2,0,108.27,1,8,488.75,0.9801980198019802,2,1908110
581,1,579,99,47,2122.0,598,625,APTOS,Produtor_0050,Lancamento_4339,Autoconhecimento,501.0,Medio,35058-200,MG,Cidade_2031,1975-12-01,50,Credito Acessivel,1599.6,8.0,4.0,1,2,0,199.95,1,8,581.5,2.0625,1,1946248
643,2,636,99,81,2937.0,604,616,APTOS,Produtor_0531,Lancamento_4564,Outros,607.0,Medio,08295-370,SP,Cidade_5362,1997-09-16,28,Credito Acessivel,2358.0,12.0,4.0,1,2,0,196.5,1,8,702.25,1.2073170731707317,1,1946190
521,6,520,2,100,2450.0,553,594,APTOS,Produtor_0631,Lancamento_1463,Outros,77.0,Alto,63049140,CE,Cidade_2791,1993-03-08,32,Credito Acessivel,1766.7,10.0,4.0,1,2,0,176.67000000000002,1,8,593.25,0.0198019801980198,2,1946251
552,1,449,99,100,3852.0,505,486,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,56.0,Alto,21310030,RJ,Cidade_4446,1991-02-23,34,Credito Acessivel,1792.8,12.0,4.0,1,2,0,149.4,1,8,755.5,0.9801980198019802,2,1946257
597,1,625,99,46,1568.0,549,546,APTOS,Produtor_0993,Lancamento_2539,Mentoria,762.0,Baixo,15084067,SP,Cidade_5307,1978-05-29,47,Antecipado,78694.36,13.0,4.0,1,2,0,6053.412307692308,1,8,503.875,2.106382978723404,0,1946262
573,1,573,99,100,1957.0,556,607,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,222.0,Alto,89930-000,SC,Cidade_5301,1976-03-17,49,Credito Acessivel,1792.8,12.0,4.0,1,2,0,149.4,1,8,558.25,0.9801980198019802,2,1946249
565,2,590,99,75,3041.0,583,603,APTOS,Produtor_1693,Lancamento_3057,Empreendedor,334.0,Medio,78125-630,MT,Cidade_5877,1999-10-16,26,Credito Acessivel,3939.72,6.0,4.0,1,2,0,656.62,1,8,694.75,1.3026315789473684,1,1946260
491,4,463,99,73,7904.0,526,510,APTOS,Produtor_0683,Lancamento_0232,Autoconhecimento,386.0,Medio,38408-265,MG,Cidade_5647,1989-12-21,36,Antecipacao Produtor,1792.8,12.0,4.0,1,2,0,149.4,1,8,1258.75,1.337837837837838,1,1946266
592,2,611,99,998,1936.0,594,565,APTOS,Produtor_1849,Lancamento_0629,Outros,597.0,Medio,95255-000,RS,Cidade_1007,2002-12-15,23,Credito Acessivel,1201.8,10.0,4.0,1,2,0,120.18,1,8,674.625,0.0990990990990991,1,1946267
524,4,554,99,998,2124.0,532,501,APTOS,Produtor_1893,Lancamento_2865,Outros,351.0,Medio,83701-690,PR,Cidade_0347,1980-06-27,45,Credito Acessivel,1172.72,12.0,4.0,1,2,0,97.72666666666667,1,8,667.0,0.0990990990990991,1,1946268
